        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²)
 2.44732500e+00,        +1.632708177239e-10,        -1.034596481163e-09,        +1.095232047193e-10,        -6.314919594100e-10,        +1.045174310694e-07,        -2.097172869886e-06,        +2.127644600081e-10,        -1.423574520138e-09,        +1.074691051870e-10,        -5.872508093446e-10,        +1.043451654308e-07,        -2.092263255775e-06,        +2.413148678109e-10,        -1.795984121680e-09,        +1.045230613098e-10,        -5.240074968249e-10,        +1.052363277435e-07,        -2.086171736872e-06,        +2.833707923801e-10,        -2.134188736456e-09,        +1.025109933143e-10,        -5.516022208717e-10,        +1.067438677626e-07,        -2.076365152892e-06,        +3.207982325792e-10,        -2.577720937169e-09,        +1.081062194605e-10,        -4.929019236360e-10,        +1.096704358412e-07,        -2.057167934223e-06,        +3.537129956481e-10,        -2.918860683276e-09,        +1.004338665274e-10,        -5.468871640146e-10,        +1.123546802348e-07,        -2.039459086316e-06,        +3.720369886059e-10,        -3.133225451287e-09,        +1.057248307826e-10,        -5.961901667846e-10,        +1.153853297714e-07,        -2.019705805920e-06,        -2.560189398183e-10,        +7.605399603116e-09,        -8.505367104521e-11,        +1.985500860442e-09,        +2.978435874770e-08,        -4.726390153513e-07
 2.44735000e+00,        +1.630506545184e-10,        -1.033662521765e-09,        +1.094191621767e-10,        -6.311378857912e-10,        +1.038146966573e-07,        -2.090184042324e-06,        +2.123131746184e-10,        -1.421349253395e-09,        +1.073812103243e-10,        -5.870767146870e-10,        +1.036437495505e-07,        -2.085286681673e-06,        +2.407045793814e-10,        -1.792530071546e-09,        +1.044517845748e-10,        -5.240410534930e-10,        +1.045332354761e-07,        -2.079212956549e-06,        +2.825609285735e-10,        -2.129611424331e-09,        +1.024380083718e-10,        -5.515535283233e-10,        +1.060376577552e-07,        -2.069435817405e-06,        +3.197834329027e-10,        -2.571650183841e-09,        +1.080185842349e-10,        -4.930396683088e-10,        +1.089580113497e-07,        -2.050298020176e-06,        +3.525259392032e-10,        -2.911634768875e-09,        +1.003591276975e-10,        -5.468340464661e-10,        +1.116364917347e-07,        -2.032644932057e-06,        +3.707430946616e-10,        -3.125224612506e-09,        +1.056195582341e-10,        -5.959571655404e-10,        +1.146605664988e-07,        -2.012954177615e-06,        -2.542327868086e-10,        +7.588229013797e-09,        -8.438587965259e-11,        +1.979289848553e-09,        +2.959011579277e-08,        -4.707951917605e-07
 2.44737500e+00,        +1.628323942706e-10,        -1.032735767802e-09,        +1.093160198364e-10,        -6.307868633924e-10,        +1.031189051672e-07,        -2.083241506315e-06,        +2.118657486566e-10,        -1.419139705899e-09,        +1.072940491667e-10,        -5.869044849943e-10,        +1.029492639201e-07,        -2.078356318149e-06,        +2.400996070205e-10,        -1.789099875819e-09,        +1.043810621417e-10,        -5.240751071684e-10,        +1.038370789628e-07,        -2.072300267941e-06,        +2.817580730353e-10,        -2.125065376092e-09,        +1.023656139204e-10,        -5.515058835786e-10,        +1.053383948383e-07,        -2.062552376779e-06,        +3.187774895975e-10,        -2.565620564571e-09,        +1.079315750127e-10,        -4.931772223733e-10,        +1.082525562218e-07,        -2.043473603655e-06,        +3.513492604607e-10,        -2.904457617815e-09,        +1.002849897098e-10,        -5.467820149320e-10,        +1.109252930096e-07,        -2.025875902446e-06,        +3.694605414523e-10,        -3.117277656427e-09,        +1.055151471087e-10,        -5.957264329977e-10,        +1.139428166152e-07,        -2.006247255778e-06,        -2.524639958489e-10,        +7.571172882556e-09,        -8.372447024569e-11,        +1.973119202245e-09,        +2.939776544366e-08,        -4.689635609401e-07
 2.44740000e+00,        +1.626160144948e-10,        -1.031816148225e-09,        +1.092137672222e-10,        -6.304388620867e-10,        +1.024299651355e-07,        -2.076344804507e-06,        +2.114221360530e-10,        -1.416945722808e-09,        +1.072076134675e-10,        -5.867341018605e-10,        +1.022616172410e-07,        -2.071471708650e-06,        +2.394998862296e-10,        -1.785693299358e-09,        +1.043108882084e-10,        -5.241096529649e-10,        +1.031477669080e-07,        -2.065433215680e-06,        +2.809621408490e-10,        -2.120550283728e-09,        +1.022938035301e-10,        -5.514592763140e-10,        +1.046459876984e-07,        -2.055714377612e-06,        +3.177802945867e-10,        -2.559631674008e-09,        +1.078451856066e-10,        -4.933145878716e-10,        +1.075539791140e-07,        -2.036694235220e-06,        +3.501828325187e-10,        -2.897328749539e-09,        +1.002114460099e-10,        -5.467310587263e-10,        +1.102209926931e-07,        -2.019151551764e-06,        +3.681891900183e-10,        -3.109384052043e-09,        +1.054115876872e-10,        -5.954979468492e-10,        +1.132319887212e-07,        -1.999584598866e-06,        -2.507123388529e-10,        +7.554230078935e-09,        -8.306935980685e-11,        +1.966988522450e-09,        +2.920728297369e-08,        -4.671440024509e-07
 2.44742500e+00,        +1.624014930300e-10,        -1.030903592855e-09,        +1.091123940029e-10,        -6.300938521213e-10,        +1.017477866119e-07,        -2.069493485547e-06,        +2.109822914303e-10,        -1.414767151260e-09,        +1.071218950882e-10,        -5.865655471211e-10,        +1.015807197256e-07,        -2.064632402614e-06,        +2.389053535017e-10,        -1.782310110106e-09,        +1.042412570401e-10,        -5.241446860642e-10,        +1.024652095256e-07,        -2.058611350373e-06,        +2.801730484042e-10,        -2.116065843196e-09,        +1.022225708519e-10,        -5.514136963262e-10,        +1.039603465306e-07,        -2.048921372447e-06,        +3.167917414677e-10,        -2.553683112056e-09,        +1.077594098994e-10,        -4.934517667504e-10,        +1.068621901894e-07,        -2.029959471331e-06,        +3.490265304486e-10,        -2.890247689718e-09,        +1.001384901270e-10,        -5.466811672856e-10,        +1.095235009230e-07,        -2.012471440140e-06,        +3.669289035688e-10,        -3.101543275224e-09,        +1.053088703824e-10,        -5.952716850240e-10,        +1.125279929191e-07,        -1.992965771125e-06,        -2.489775915037e-10,        +7.537399487347e-09,        -8.242046667729e-11,        +1.960897415320e-09,        +2.901864406325e-08,        -4.653363974334e-07
 2.44745000e+00,        +1.621888080709e-10,        -1.029998032430e-09,        +1.090118900154e-10,        -6.297518041389e-10,        +1.010722811143e-07,        -2.062687103970e-06,        +2.105461701237e-10,        -1.412603840413e-09,        +1.070368860220e-10,        -5.863988028461e-10,        +1.009064830514e-07,        -2.057837955353e-06,        +2.383159463313e-10,        -1.778950079012e-09,        +1.041721629947e-10,        -5.241802017121e-10,        +1.017893184943e-07,        -2.051834228488e-06,        +2.793907134019e-10,        -2.111611754412e-09,        +1.021519096377e-10,        -5.513691335503e-10,        +1.032813829937e-07,        -2.042172919666e-06,        +3.158117255176e-10,        -2.547774483836e-09,        +1.076742418659e-10,        -4.935887610062e-10,        +1.061771010729e-07,        -2.023268874227e-06,        +3.478802312921e-10,        -2.883213970278e-09,        +1.000661156934e-10,        -5.466323301910e-10,        +1.088327292970e-07,        -2.005835133439e-06,        +3.656795474675e-10,        -3.093754808752e-09,        +1.052069857594e-10,        -5.950476257377e-10,        +1.118307407692e-07,        -1.986390342482e-06,        -2.472595331356e-10,        +7.520680006738e-09,        -8.177771052060e-11,        +1.954845492143e-09,        +2.883182478764e-08,        -4.635406285778e-07
 2.44747500e+00,        +1.619779381330e-10,        -1.029099398611e-09,        +1.089122452432e-10,        -6.294126891611e-10,        +1.004033615947e-07,        -2.055925220107e-06,        +2.101137281419e-10,        -1.410455641339e-09,        +1.069525783740e-10,        -5.862338513355e-10,        +1.002388203280e-07,        -2.051087927968e-06,        +2.377316031648e-10,        -1.775612980030e-09,        +1.041036005016e-10,        -5.242161952105e-10,        +1.011200069237e-07,        -2.045101412263e-06,        +2.786150548033e-10,        -2.107187721208e-09,        +1.020818137260e-10,        -5.513255780187e-10,        +1.026090101768e-07,        -2.035468583396e-06,        +3.148401436165e-10,        -2.541905399561e-09,        +1.075896755559e-10,        -4.937255725184e-10,        +1.054986248175e-07,        -2.016622011845e-06,        +3.467438139742e-10,        -2.876227129139e-09,        +9.999431642996e-11,        -5.465845371342e-10,        +1.081485908391e-07,        -1.999242203171e-06,        +3.644409891543e-10,        -3.086018141997e-09,        +1.051059245168e-10,        -5.948257475287e-10,        +1.111401452560e-07,        -1.979857888459e-06,        -2.455579466556e-10,        +7.504070550391e-09,        -8.114101229299e-11,        +1.948832369279e-09,        +2.864680160812e-08,        -4.617565801005e-07
 2.44750000e+00,        +1.617688620408e-10,        -1.028207623917e-09,        +1.088134498078e-10,        -6.290764785808e-10,        +9.974094244319e-08,        -2.049207399999e-06,        +2.096849221495e-10,        -1.408322407074e-09,        +1.068689643507e-10,        -5.860706751112e-10,        +9.957764610005e-08,        -2.044381887257e-06,        +2.371522633909e-10,        -1.772298589978e-09,        +1.040355640522e-10,        -5.242526619223e-10,        +1.004571893581e-07,        -2.038412469622e-06,        +2.778459928099e-10,        -2.102793451214e-09,        +1.020122770261e-10,        -5.512830199315e-10,        +1.019431426023e-07,        -2.028807933422e-06,        +3.138768942463e-10,        -2.536075474555e-09,        +1.075057050780e-10,        -4.938622032005e-10,        +1.048266759075e-07,        -2.010018457732e-06,        +3.456171593118e-10,        -2.869286710221e-09,        +9.992308612918e-11,        -5.465377779620e-10,        +1.074710000026e-07,        -1.992692226412e-06,        +3.632130981305e-10,        -3.078332770995e-09,        +1.050056774770e-10,        -5.946060292035e-10,        +1.104561207911e-07,        -1.973367990090e-06,        -2.438726185519e-10,        +7.487570045671e-09,        -8.051029424813e-11,        +1.942857668036e-09,        +2.846355137260e-08,        -4.599841377212e-07
 2.44752500e+00,        +1.615615589687e-10,        -1.027322641747e-09,        +1.087154939990e-10,        -6.287431441648e-10,        +9.908493941582e-08,        -2.042533215291e-06,        +2.092597094968e-10,        -1.406203992520e-09,        +1.067860362946e-10,        -5.859092569418e-10,        +9.892287627579e-08,        -2.037719405614e-06,        +2.365778673513e-10,        -1.769006688621e-09,        +1.039680482368e-10,        -5.242895972817e-10,        +9.980078170469e-08,        -2.031766974069e-06,        +2.770834488670e-10,        -2.098428655856e-09,        +1.019432935573e-10,        -5.512414496061e-10,        +1.012836961548e-07,        -2.022190545086e-06,        +3.129218774611e-10,        -2.530284329034e-09,        +1.074223246418e-10,        -4.939986549266e-10,        +1.041611701879e-07,        -2.003457790940e-06,        +3.445001499613e-10,        -2.862392263387e-09,        +9.985241869535e-11,        -5.464920426420e-10,        +1.067998725997e-07,        -1.986184785698e-06,        +3.619957459242e-10,        -3.070698198368e-09,        +1.049062356123e-10,        -5.943884497820e-10,        +1.097785831435e-07,        -1.966920233813e-06,        -2.422033387138e-10,        +7.471177433833e-09,        -7.988547987599e-11,        +1.936921014641e-09,        +2.828205129662e-08,        -4.582231886346e-07
 2.44755000e+00,        +1.613560083857e-10,        -1.026444386350e-09,        +1.086183682387e-10,        -6.284126580390e-10,        +9.843526964184e-08,        -2.035902243150e-06,        +2.088380481628e-10,        -1.404100254458e-09,        +1.067037866451e-10,        -5.857495797726e-10,        +9.827442813426e-08,        -2.031100060946e-06,        +2.360083562866e-10,        -1.765737058493e-09,        +1.039010477072e-10,        -5.243269967546e-10,        +9.915070124060e-08,        -2.025164504605e-06,        +2.763273456102e-10,        -2.094093050265e-09,        +1.018748574102e-10,        -5.512008574605e-10,        +1.006305880881e-07,        -2.015615999205e-06,        +3.119749948487e-10,        -2.524531588116e-09,        +1.073395285231e-10,        -4.941349295270e-10,        +1.035020248708e-07,        -1.996939595950e-06,        +3.433926703875e-10,        -2.855543344204e-09,        +9.978230810771e-11,        -5.464473212652e-10,        +1.061351258082e-07,        -1.979719468944e-06,        +3.607888060369e-10,        -3.063113932913e-09,        +1.048075900217e-10,        -5.941729886556e-10,        +1.091074494455e-07,        -1.960514211402e-06,        -2.405499004454e-10,        +7.454891669761e-09,        -7.926649389089e-11,        +1.931022040124e-09,        +2.810227896525e-08,        -4.564736214901e-07
 2.44757500e+00,        +1.611521900524e-10,        -1.025572792806e-09,        +1.085220630799e-10,        -6.280849926673e-10,        +9.779185158385e-08,        -2.029314066183e-06,        +2.084198967450e-10,        -1.402011051475e-09,        +1.066222079417e-10,        -5.855916268007e-10,        +9.763222028548e-08,        -2.024523436589e-06,        +2.354436723179e-10,        -1.762489484921e-09,        +1.038345571758e-10,        -5.243648558654e-10,        +9.850686657336e-08,        -2.018604645646e-06,        +2.755776068381e-10,        -2.089786353154e-09,        +1.018069627487e-10,        -5.511612340259e-10,        +9.998373698551e-08,        -2.009083881987e-06,        +3.110361494853e-10,        -2.518816881740e-09,        +1.072573110536e-10,        -4.942710288003e-10,        +1.028491584963e-07,        -1.990463462582e-06,        +3.422946068065e-10,        -2.848739513943e-09,        +9.971274841726e-11,        -5.464036040499e-10,        +1.054766781317e-07,        -1.973295869365e-06,        +3.595921538992e-10,        -3.055579489923e-09,        +1.047097319177e-10,        -5.939596253689e-10,        +1.084426381536e-07,        -1.954149519874e-06,        -2.389121003767e-10,        +7.438711721777e-09,        -7.865326221977e-11,        +1.925160380259e-09,        +2.792421232232e-08,        -4.547353263681e-07
 2.44760000e+00,        +1.609500840645e-10,        -1.024707797047e-09,        +1.084265692369e-10,        -6.277601209044e-10,        +9.715460500764e-08,        -2.022768272334e-06,        +2.080052144942e-10,        -1.399936244004e-09,        +1.065412928517e-10,        -5.854353814357e-10,        +9.699617264027e-08,        -2.017989121208e-06,        +2.348837584768e-10,        -1.759263756017e-09,        +1.037685714496e-10,        -5.244031702227e-10,        +9.786919761071e-08,        -2.012086986925e-06,        +2.748341575353e-10,        -2.085508286966e-09,        +1.017396038399e-10,        -5.511225700139e-10,        +9.934306272980e-08,        -2.002593784932e-06,        +3.101052459553e-10,        -2.513139844564e-09,        +1.071756666656e-10,        -4.944069545600e-10,        +1.022024909022e-07,        -1.984028985907e-06,        +3.412058472000e-10,        -2.841980339511e-09,        +9.964373378247e-11,        -5.463608813492e-10,        +1.048244493704e-07,        -1.966913585380e-06,        +3.584056668748e-10,        -3.048094390807e-09,        +1.046126526608e-10,        -5.937483398042e-10,        +1.077840690194e-07,        -1.947825761406e-06,        -2.372897383758e-10,        +7.422636571401e-09,        -7.804571195836e-11,        +1.919335675478e-09,        +2.774782966236e-08,        -4.530081947553e-07
