        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.47686000e+00,        +1.902654922642e-10,        +1.931414544536e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.023660849875e-12,        +5.380170821800e-03,        +3.143657990388e-12,        +1.627645395589e-02,        +1.023660849875e-12,        +5.380170821800e-03,        +3.143657990388e-12,        +1.627645395589e-02,        +5.089707430400e-13,        +2.675055455318e-03,        +1.829225352961e-12,        +9.470910106459e-03,        +5.014135115360e-11,        +2.635336053685e-01,        +6.022633427812e-11,        +3.118250012588e-01,        +4.695923512768e-11,        +2.468089960447e-01,        +3.919602419805e-11,        +2.029394689448e-01,        +2.236117550104e-11,        +1.175261747936e-01,        +2.395049487846e-11,        +1.240049421095e-01,        +2.202686952357e-11,        +1.157691248237e-01,        +2.379257116791e-11,        +1.231872838237e-01,        +4.705512233931e-11,        +2.473129613749e-01,        +3.916406162280e-11,        +2.027739810368e-01,        +1.891070260848e-13,        +9.939113174671e-04,        +1.839084964947e-12,        +9.521958764106e-03
 2.47686500e+00,        +1.901962314219e-10,        +1.930714184155e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.023256399738e-12,        +5.380003547324e-03,        +3.142320020761e-12,        +1.627542826665e-02,        +1.023256399738e-12,        +5.380003547324e-03,        +3.142320020761e-12,        +1.627542826665e-02,        +5.087626582118e-13,        +2.674935535832e-03,        +1.828441485699e-12,        +9.470285662710e-03,        +5.013058836594e-11,        +2.635729845495e-01,        +6.021143127370e-11,        +3.118609257023e-01,        +4.693913927387e-11,        +2.467932141607e-01,        +3.917946373042e-11,        +2.029273107950e-01,        +2.235233635112e-11,        +1.175224986532e-01,        +2.394092127104e-11,        +1.240003386701e-01,        +2.201812837228e-11,        +1.157653240954e-01,        +2.378304401839e-11,        +1.231826244069e-01,        +4.703500076099e-11,        +2.472972277597e-01,        +3.914751000682e-11,        +2.027618087033e-01,        +1.890192397710e-13,        +9.938116983594e-04,        +1.838286608619e-12,        +9.521277792986e-03
 2.47687000e+00,        +1.901270151153e-10,        +1.930014271942e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.022852202084e-12,        +5.379836218770e-03,        +3.140982913416e-12,        +1.627440252167e-02,        +1.022852202084e-12,        +5.379836218770e-03,        +3.140982913416e-12,        +1.627440252167e-02,        +5.085547048377e-13,        +2.674815593824e-03,        +1.827658123319e-12,        +9.469661182764e-03,        +5.011983272872e-11,        +2.636123682809e-01,        +6.019653787322e-11,        +3.118968535536e-01,        +4.691905634437e-11,        +2.467774309502e-01,        +3.916291390279e-11,        +2.029151518314e-01,        +2.234350276635e-11,        +1.175188215772e-01,        +2.393135370315e-11,        +1.239957343894e-01,        +2.200939273916e-11,        +1.157615225054e-01,        +2.377352288614e-11,        +1.231779641827e-01,        +4.701489211880e-11,        +2.472814927973e-01,        +3.913096902657e-11,        +2.027496355620e-01,        +1.889315109675e-13,        +9.937120763872e-04,        +1.837488765598e-12,        +9.520596776463e-03
 2.47687500e+00,        +1.900578433085e-10,        +1.929314807539e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.022448256700e-12,        +5.379668836080e-03,        +3.139646667697e-12,        +1.627337672125e-02,        +1.022448256700e-12,        +5.379668836080e-03,        +3.139646667697e-12,        +1.627337672125e-02,        +5.083468828066e-13,        +2.674695629274e-03,        +1.826875265424e-12,        +9.469036666727e-03,        +5.010908423661e-11,        +2.636517565616e-01,        +6.018165406917e-11,        +3.119327848105e-01,        +4.689898632858e-11,        +2.467616464133e-01,        +3.914637470684e-11,        +2.029029920564e-01,        +2.233467474323e-11,        +1.175151435712e-01,        +2.392179217032e-11,        +1.239911292695e-01,        +2.200066261872e-11,        +1.157577200485e-01,        +2.376400776574e-11,        +1.231733031482e-01,        +4.699479640227e-11,        +2.472657564886e-01,        +3.911443867325e-11,        +2.027374616128e-01,        +1.888438396240e-13,        +9.936124515390e-04,        +1.836691435455e-12,        +9.519915714520e-03
 2.47688000e+00,        +1.899887159609e-10,        +1.928615790536e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.022044563364e-12,        +5.379501399306e-03,        +3.138311282793e-12,        +1.627235086528e-02,        +1.022044563364e-12,        +5.379501399306e-03,        +3.138311282793e-12,        +1.627235086528e-02,        +5.081391920026e-13,        +2.674575642203e-03,        +1.826092911548e-12,        +9.468412114579e-03,        +5.009834288272e-11,        +2.636911493892e-01,        +6.016677985263e-11,        +3.119687194716e-01,        +4.687892921480e-11,        +2.467458605512e-01,        +3.912984613266e-11,        +2.028908314693e-01,        +2.232585227602e-11,        +1.175114646314e-01,        +2.391223666679e-11,        +1.239865233092e-01,        +2.199193800675e-11,        +1.157539167288e-01,        +2.375449865216e-11,        +1.231686413060e-01,        +4.697471359960e-11,        +2.472500188340e-01,        +3.909791893732e-11,        +2.027252868569e-01,        +1.887562256896e-13,        +9.935128238271e-04,        +1.835894617728e-12,        +9.519234607210e-03
 2.47688500e+00,        +1.899196330376e-10,        +1.927917220583e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.021641121883e-12,        +5.379333908469e-03,        +3.136976758032e-12,        +1.627132495389e-02,        +1.021641121883e-12,        +5.379333908469e-03,        +3.136976758032e-12,        +1.627132495389e-02,        +5.079316323233e-13,        +2.674455632624e-03,        +1.825311061294e-12,        +9.467787526386e-03,        +5.008760866137e-11,        +2.637305467595e-01,        +6.015191521601e-11,        +3.120046575330e-01,        +4.685888499293e-11,        +2.467300733656e-01,        +3.911332817185e-11,        +2.028786700708e-01,        +2.231703535999e-11,        +1.175077847564e-01,        +2.390268718766e-11,        +1.239819165080e-01,        +2.198321889936e-11,        +1.157501125490e-01,        +2.374499554092e-11,        +1.231639786574e-01,        +4.695464370061e-11,        +2.472342798352e-01,        +3.908140981056e-11,        +2.027131112960e-01,        +1.886686691182e-13,        +9.934131932576e-04,        +1.835098312014e-12,        +9.518553454587e-03
 2.47689000e+00,        +1.898505944981e-10,        +1.927219097275e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.021237932031e-12,        +5.379166363584e-03,        +3.135643092626e-12,        +1.627029898707e-02,        +1.021237932031e-12,        +5.379166363584e-03,        +3.135643092626e-12,        +1.627029898707e-02,        +5.077242036508e-13,        +2.674335600544e-03,        +1.824529714204e-12,        +9.467162902153e-03,        +5.007688156599e-11,        +2.637699486713e-01,        +6.013706015057e-11,        +3.120405989937e-01,        +4.683885365112e-11,        +2.467142848561e-01,        +3.909682081507e-11,        +2.028665078628e-01,        +2.230822399162e-11,        +1.175041039539e-01,        +2.389314372826e-11,        +1.239773088698e-01,        +2.197450529021e-11,        +1.157463075019e-01,        +2.373549842596e-11,        +1.231593151994e-01,        +4.693458669366e-11,        +2.472185394928e-01,        +3.906491128296e-11,        +2.027009349284e-01,        +1.885811698573e-13,        +9.933135598328e-04,        +1.834302517849e-12,        +9.517872256674e-03
 2.47689500e+00,        +1.897816003048e-10,        +1.926521420231e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.020834993605e-12,        +5.378998764716e-03,        +3.134310285820e-12,        +1.626927296476e-02,        +1.020834993605e-12,        +5.378998764716e-03,        +3.134310285820e-12,        +1.626927296476e-02,        +5.075169058785e-13,        +2.674215545993e-03,        +1.823748869843e-12,        +9.466538241886e-03,        +5.006616159007e-11,        +2.638093551201e-01,        +6.012221464795e-11,        +3.120765438504e-01,        +4.681883517863e-11,        +2.466984950250e-01,        +3.908032405296e-11,        +2.028543448443e-01,        +2.229941816477e-11,        +1.175004222167e-01,        +2.388360628284e-11,        +1.239727003917e-01,        +2.196579717618e-11,        +1.157425015961e-01,        +2.372600730302e-11,        +1.231546509365e-01,        +4.691454256779e-11,        +2.472027978078e-01,        +3.904842334588e-11,        +2.026887577569e-01,        +1.884937278602e-13,        +9.932139235706e-04,        +1.833507234804e-12,        +9.517191013553e-03
 2.47690000e+00,        +1.897126504207e-10,        +1.925824189082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.020432306385e-12,        +5.378831111799e-03,        +3.132978336942e-12,        +1.626824688724e-02,        +1.020432306385e-12,        +5.378831111799e-03,        +3.132978336942e-12,        +1.626824688724e-02,        +5.073097388918e-13,        +2.674095468946e-03,        +1.822968527803e-12,        +9.465913545681e-03,        +5.005544872820e-11,        +2.638487661060e-01,        +6.010737870050e-11,        +3.121124921021e-01,        +4.679882956456e-11,        +2.466827038723e-01,        +3.906383787693e-11,        +2.028421810173e-01,        +2.229061787561e-11,        +1.174967395488e-01,        +2.387407484670e-11,        +1.239680910752e-01,        +2.195709455182e-11,        +1.157386948268e-01,        +2.371652216659e-11,        +1.231499858660e-01,        +4.689451131219e-11,        +2.471870547809e-01,        +3.903194599033e-11,        +2.026765797813e-01,        +1.884063430751e-13,        +9.931142844573e-04,        +1.832712462442e-12,        +9.516509725195e-03
 2.47690500e+00,        +1.896437448075e-10,        +1.925127403441e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.020029870170e-12,        +5.378663404929e-03,        +3.131647245206e-12,        +1.626722075437e-02,        +1.020029870170e-12,        +5.378663404929e-03,        +3.131647245206e-12,        +1.626722075437e-02,        +5.071027025843e-13,        +2.673975369444e-03,        +1.822188687638e-12,        +9.465288813513e-03,        +5.004474297357e-11,        +2.638881816238e-01,        +6.009255229955e-11,        +3.121484437452e-01,        +4.677883679784e-11,        +2.466669113992e-01,        +3.904736227780e-11,        +2.028300163823e-01,        +2.228182311963e-11,        +1.174930559521e-01,        +2.386454941490e-11,        +1.239634809221e-01,        +2.194839741240e-11,        +1.157348871943e-01,        +2.370704301164e-11,        +1.231453199890e-01,        +4.687449291582e-11,        +2.471713104137e-01,        +3.901547920708e-11,        +2.026644010019e-01,        +1.883190154547e-13,        +9.930146425124e-04,        +1.831918200329e-12,        +9.515828391691e-03
 2.47691000e+00,        +1.895748834262e-10,        +1.924431062919e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.019627684737e-12,        +5.378495644092e-03,        +3.130317009873e-12,        +1.626619456623e-02,        +1.019627684737e-12,        +5.378495644092e-03,        +3.130317009873e-12,        +1.626619456623e-02,        +5.068957968402e-13,        +2.673855247484e-03,        +1.821409348911e-12,        +9.464664045425e-03,        +5.003404432004e-11,        +2.639276016726e-01,        +6.007773543683e-11,        +3.121843987787e-01,        +4.675885686721e-11,        +2.466511176066e-01,        +3.903089724620e-11,        +2.028178509393e-01,        +2.227303389154e-11,        +1.174893714241e-01,        +2.385502998195e-11,        +1.239588699310e-01,        +2.193970575354e-11,        +1.157310787011e-01,        +2.369756983311e-11,        +1.231406533065e-01,        +4.685448736733e-11,        +2.471555647063e-01,        +3.899902298698e-11,        +2.026522214198e-01,        +1.882317449480e-13,        +9.929149977363e-04,        +1.831124448017e-12,        +9.515147013061e-03
 2.47691500e+00,        +1.895060662412e-10,        +1.923735167155e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.019225749885e-12,        +5.378327829294e-03,        +3.128987630257e-12,        +1.626516832295e-02,        +1.019225749885e-12,        +5.378327829294e-03,        +3.128987630257e-12,        +1.626516832295e-02,        +5.066890215539e-13,        +2.673735103071e-03,        +1.820630511217e-12,        +9.464039241478e-03,        +5.002335276191e-11,        +2.639670262494e-01,        +6.006292810467e-11,        +3.122203571996e-01,        +4.673888976226e-11,        +2.466353224956e-01,        +3.901444277362e-11,        +2.028056846895e-01,        +2.226425018696e-11,        +1.174856859654e-01,        +2.384551654304e-11,        +1.239542581025e-01,        +2.193101957078e-11,        +1.157272693470e-01,        +2.368810262615e-11,        +1.231359858186e-01,        +4.683449465633e-11,        +2.471398176601e-01,        +3.898257732148e-11,        +2.026400410360e-01,        +1.881445315075e-13,        +9.928153501325e-04,        +1.830331205090e-12,        +9.514465589338e-03
 2.47692000e+00,        +1.894372932134e-10,        +1.923039715759e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.018824065400e-12,        +5.378159960573e-03,        +3.127659105592e-12,        +1.626414202453e-02,        +1.018824065400e-12,        +5.378159960573e-03,        +3.127659105592e-12,        +1.626414202453e-02,        +5.064823766129e-13,        +2.673614936222e-03,        +1.819852174111e-12,        +9.463414401678e-03,        +5.001266829264e-11,        +2.640064553514e-01,        +6.004813029450e-11,        +3.122563190059e-01,        +4.671893547170e-11,        +2.466195260669e-01,        +3.899799885081e-11,        +2.027935176337e-01,        +2.225547200138e-11,        +1.174819995781e-01,        +2.383600909312e-11,        +1.239496454378e-01,        +2.192233885908e-11,        +1.157234591310e-01,        +2.367864138546e-11,        +1.231313175252e-01,        +4.681451477155e-11,        +2.471240692761e-01,        +3.896614220121e-11,        +2.026278598507e-01,        +1.880573750832e-13,        +9.927156997079e-04,        +1.829538471100e-12,        +9.513784120563e-03
