        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.42624000e+00,        +5.284832225242e-10,        +4.686823073549e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.857923961735e-12,        +7.299993258646e-03,        +5.151347674263e-12,        +1.099112894476e-02
 2.42626000e+00,        +5.275449590654e-10,        +4.677478499837e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.850412677405e-12,        +7.298738451081e-03,        +5.142588168095e-12,        +1.099435982073e-02
 2.42628000e+00,        +5.266105522326e-10,        +4.668172438970e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.842930443596e-12,        +7.297480894190e-03,        +5.133864999331e-12,        +1.099759074124e-02
 2.42630000e+00,        +5.256799807099e-10,        +4.658904677996e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.835477106555e-12,        +7.296220604359e-03,        +5.125177963528e-12,        +1.100082169042e-02
 2.42632000e+00,        +5.247532233296e-10,        +4.649675005439e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.828052513562e-12,        +7.294957597920e-03,        +5.116526857676e-12,        +1.100405265248e-02
 2.42634000e+00,        +5.238302590713e-10,        +4.640483211297e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.820656512930e-12,        +7.293691891154e-03,        +5.107911480199e-12,        +1.100728361168e-02
 2.42636000e+00,        +5.229110670601e-10,        +4.631329087021e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.813288953992e-12,        +7.292423500292e-03,        +5.099331630934e-12,        +1.101051455234e-02
 2.42638000e+00,        +5.219956265659e-10,        +4.622212425511e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.805949687093e-12,        +7.291152441510e-03,        +5.090787111121e-12,        +1.101374545883e-02
 2.42640000e+00,        +5.210839170018e-10,        +4.613133021096e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.798638563584e-12,        +7.289878730934e-03,        +5.082277723394e-12,        +1.101697631556e-02
 2.42642000e+00,        +5.201759179233e-10,        +4.604090669529e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.791355435809e-12,        +7.288602384642e-03,        +5.073803271769e-12,        +1.102020710702e-02
 2.42644000e+00,        +5.192716090269e-10,        +4.595085167971e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.784100157104e-12,        +7.287323418654e-03,        +5.065363561629e-12,        +1.102343781773e-02
 2.42646000e+00,        +5.183709701489e-10,        +4.586116314981e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.776872581782e-12,        +7.286041848944e-03,        +5.056958399713e-12,        +1.102666843227e-02
 2.42648000e+00,        +5.174739812642e-10,        +4.577183910505e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.769672565131e-12,        +7.284757691432e-03,        +5.048587594112e-12,        +1.102989893529e-02
 2.42650000e+00,        +5.165806224856e-10,        +4.568287755863e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.762499963400e-12,        +7.283470961989e-03,        +5.040250954247e-12,        +1.103312931148e-02
 2.42652000e+00,        +5.156908740620e-10,        +4.559427653736e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.755354633798e-12,        +7.282181676433e-03,        +5.031948290865e-12,        +1.103635954557e-02
 2.42654000e+00,        +5.148047163779e-10,        +4.550603408163e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.748236434482e-12,        +7.280889850531e-03,        +5.023679416029e-12,        +1.103958962237e-02
 2.42656000e+00,        +5.139221299519e-10,        +4.541814824519e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.741145224548e-12,        +7.279595500000e-03,        +5.015444143099e-12,        +1.104281952673e-02
 2.42658000e+00,        +5.130430954355e-10,        +4.533061709510e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.734080864029e-12,        +7.278298640506e-03,        +5.007242286730e-12,        +1.104604924355e-02
 2.42660000e+00,        +5.121675936125e-10,        +4.524343871163e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.727043213882e-12,        +7.276999287663e-03,        +4.999073662858e-12,        +1.104927875779e-02
 2.42662000e+00,        +5.112956053976e-10,        +4.515661118814e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.720032135985e-12,        +7.275697457037e-03,        +4.990938088688e-12,        +1.105250805446e-02
 2.42664000e+00,        +5.104271118353e-10,        +4.507013263094e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.713047493126e-12,        +7.274393164139e-03,        +4.982835382686e-12,        +1.105573711861e-02
 2.42666000e+00,        +5.095620940989e-10,        +4.498400115922e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.706089148996e-12,        +7.273086424433e-03,        +4.974765364567e-12,        +1.105896593537e-02
 2.42668000e+00,        +5.087005334895e-10,        +4.489821490496e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.699156968187e-12,        +7.271777253332e-03,        +4.966727855284e-12,        +1.106219448991e-02
 2.42670000e+00,        +5.078424114350e-10,        +4.481277201277e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.692250816176e-12,        +7.270465666196e-03,        +4.958722677021e-12,        +1.106542276744e-02
 2.42672000e+00,        +5.069877094888e-10,        +4.472767063986e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.685370559328e-12,        +7.269151678339e-03,        +4.950749653181e-12,        +1.106865075323e-02
 2.42674000e+00,        +5.061364093292e-10,        +4.464290895586e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.678516064879e-12,        +7.267835305020e-03,        +4.942808608376e-12,        +1.107187843262e-02
 2.42676000e+00,        +5.052884927582e-10,        +4.455848514278e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.671687200938e-12,        +7.266516561451e-03,        +4.934899368415e-12,        +1.107510579097e-02
 2.42678000e+00,        +5.044439417001e-10,        +4.447439739490e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.664883836473e-12,        +7.265195462792e-03,        +4.927021760300e-12,        +1.107833281371e-02
 2.42680000e+00,        +5.036027382014e-10,        +4.439064391862e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.658105841309e-12,        +7.263872024155e-03,        +4.919175612209e-12,        +1.108155948634e-02
 2.42682000e+00,        +5.027648644288e-10,        +4.430722293244e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.651353086118e-12,        +7.262546260600e-03,        +4.911360753493e-12,        +1.108478579437e-02
 2.42684000e+00,        +5.019303026692e-10,        +4.422413266681e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.644625442416e-12,        +7.261218187137e-03,        +4.903577014663e-12,        +1.108801172339e-02
 2.42686000e+00,        +5.010990353278e-10,        +4.414137136404e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.637922782553e-12,        +7.259887818728e-03,        +4.895824227380e-12,        +1.109123725904e-02
 2.42688000e+00,        +5.002710449281e-10,        +4.405893727822e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.631244979706e-12,        +7.258555170284e-03,        +4.888102224448e-12,        +1.109446238701e-02
 2.42690000e+00,        +4.994463141100e-10,        +4.397682867512e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.624591907877e-12,        +7.257220256668e-03,        +4.880410839804e-12,        +1.109768709303e-02
 2.42692000e+00,        +4.986248256297e-10,        +4.389504383211e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.617963441882e-12,        +7.255883092689e-03,        +4.872749908506e-12,        +1.110091136290e-02
 2.42694000e+00,        +4.978065623583e-10,        +4.381358103801e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.611359457346e-12,        +7.254543693112e-03,        +4.865119266731e-12,        +1.110413518244e-02
 2.42696000e+00,        +4.969915072808e-10,        +4.373243859308e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.604779830698e-12,        +7.253202072649e-03,        +4.857518751756e-12,        +1.110735853757e-02
 2.42698000e+00,        +4.961796434956e-10,        +4.365161480888e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.598224439163e-12,        +7.251858245964e-03,        +4.849948201960e-12,        +1.111058141421e-02
 2.42700000e+00,        +4.953709542134e-10,        +4.357110800819e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.591693160757e-12,        +7.250512227671e-03,        +4.842407456805e-12,        +1.111380379837e-02
 2.42702000e+00,        +4.945654227561e-10,        +4.349091652489e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.585185874280e-12,        +7.249164032336e-03,        +4.834896356835e-12,        +1.111702567608e-02
 2.42704000e+00,        +4.937630325562e-10,        +4.341103870395e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.578702459310e-12,        +7.247813674474e-03,        +4.827414743663e-12,        +1.112024703344e-02
 2.42706000e+00,        +4.929637671558e-10,        +4.333147290126e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.572242796198e-12,        +7.246461168554e-03,        +4.819962459965e-12,        +1.112346785660e-02
 2.42708000e+00,        +4.921676102058e-10,        +4.325221748360e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.565806766061e-12,        +7.245106528993e-03,        +4.812539349468e-12,        +1.112668813175e-02
 2.42710000e+00,        +4.913745454650e-10,        +4.317327082851e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.559394250775e-12,        +7.243749770160e-03,        +4.805145256947e-12,        +1.112990784514e-02
 2.42712000e+00,        +4.905845567993e-10,        +4.309463132425e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.553005132972e-12,        +7.242390906377e-03,        +4.797780028211e-12,        +1.113312698306e-02
 2.42714000e+00,        +4.897976281804e-10,        +4.301629736966e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.546639296031e-12,        +7.241029951915e-03,        +4.790443510098e-12,        +1.113634553186e-02
 2.42716000e+00,        +4.890137436859e-10,        +4.293826737414e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.540296624076e-12,        +7.239666920998e-03,        +4.783135550467e-12,        +1.113956347793e-02
 2.42718000e+00,        +4.882328874978e-10,        +4.286053975752e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.533977001967e-12,        +7.238301827800e-03,        +4.775855998189e-12,        +1.114278080773e-02
 2.42720000e+00,        +4.874550439014e-10,        +4.278311294999e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.527680315294e-12,        +7.236934686448e-03,        +4.768604703137e-12,        +1.114599750773e-02
 2.42722000e+00,        +4.866801972855e-10,        +4.270598539204e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.521406450376e-12,        +7.235565511020e-03,        +4.761381516183e-12,        +1.114921356450e-02
 2.42724000e+00,        +4.859083321405e-10,        +4.262915553432e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.515155294248e-12,        +7.234194315547e-03,        +4.754186289183e-12,        +1.115242896462e-02
 2.42726000e+00,        +4.851394330584e-10,        +4.255262183766e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.508926734664e-12,        +7.232821114009e-03,        +4.747018874979e-12,        +1.115564369474e-02
 2.42728000e+00,        +4.843734847316e-10,        +4.247638277289e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.502720660084e-12,        +7.231445920341e-03,        +4.739879127380e-12,        +1.115885774154e-02
 2.42730000e+00,        +4.836104719521e-10,        +4.240043682081e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.496536959673e-12,        +7.230068748428e-03,        +4.732766901165e-12,        +1.116207109178e-02
 2.42732000e+00,        +4.828503796110e-10,        +4.232478247212e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.490375523297e-12,        +7.228689612109e-03,        +4.725682052065e-12,        +1.116528373224e-02
 2.42734000e+00,        +4.820931926974e-10,        +4.224941822731e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.484236241510e-12,        +7.227308525174e-03,        +4.718624436765e-12,        +1.116849564976e-02
 2.42736000e+00,        +4.813388962981e-10,        +4.217434259663e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.478119005559e-12,        +7.225925501363e-03,        +4.711593912892e-12,        +1.117170683123e-02
